"wage","education","experience","ethnicity","smsa","region","parttime"
332.38,15,6,"cauc","yes","west","no"
379.87,12,6,"cauc","yes","west","no"
297.53,8,48,"cauc","yes","west","no"
759.73,14,25,"cauc","yes","west","no"
385.8,6,48,"cauc","yes","west","yes"
804.84,5,21,"cauc","yes","west","no"
949.67,16,29,"cauc","yes","west","no"
593.54,5,33,"cauc","yes","west","no"
189.93,11,2,"cauc","yes","west","no"
593.54,12,4,"cauc","yes","west","no"
1661.92,18,27,"cauc","yes","west","no"
1424.5,11,9,"cauc","yes","west","no"
165.43,1,36,"cauc","yes","west","no"
375.74,5,26,"cauc","yes","west","no"
3703.7,16,8,"cauc","yes","west","no"
222.22,5,18,"cauc","yes","west","no"
142.45,0,23,"cauc","yes","west","no"
664.77,13,9,"cauc","yes","west","yes"
537.04,16,18,"cauc","yes","west","no"
847.25,9,27,"cauc","yes","west","no"
264.55,14,9,"cauc","yes","west","no"
237.42,16,8,"cauc","yes","west","no"
237.42,3,36,"cauc","yes","west","no"
142.45,6,23,"cauc","yes","west","no"
246.91,3,18,"cauc","yes","west","no"
474.83,6,31,"cauc","yes","west","no"
1875.59,16,6,"cauc","yes","west","yes"
1934.16,16,2,"cauc","yes","west","yes"
987.65,16,2,"cauc","yes","west","no"
577.88,16,14,"cauc","yes","west","no"
522.32,14,18,"cauc","yes","west","no"
1020.89,12,13,"cauc","yes","west","no"
641.03,12,25,"cauc","yes","west","no"
1187.08,18,30,"cauc","yes","west","no"
189.93,8,43,"cauc","yes","west","no"
86.13,12,0,"cauc","yes","west","yes"
1107.95,6,22,"cauc","yes","west","no"
379.87,11,29,"cauc","yes","west","no"
1068.38,14,42,"cauc","yes","west","no"
1139.6,12,21,"cauc","yes","west","no"
189.93,12,17,"afam","yes","west","no"
217.86,12,1,"cauc","yes","west","yes"
1424.5,16,29,"cauc","yes","west","no"
1329.53,12,42,"cauc","yes","west","no"
997.15,12,41,"cauc","yes","west","no"
593.54,12,8,"cauc","yes","west","no"
712.25,12,49,"cauc","yes","west","no"
1115.86,16,11,"cauc","yes","west","no"
474.83,12,4,"cauc","yes","west","no"
522.32,12,44,"cauc","yes","west","no"
206.72,11,6,"cauc","yes","west","no"
997.15,16,9,"cauc","yes","west","no"
1032.76,13,23,"cauc","yes","west","no"
474.83,12,36,"cauc","yes","west","no"
237.42,12,5,"cauc","yes","west","no"
1139.6,12,18,"cauc","yes","west","no"
1424.5,18,4,"cauc","yes","west","no"
427.35,9,7,"cauc","yes","west","no"
357.37,13,10,"afam","yes","west","no"
1139.6,16,25,"afam","yes","west","no"
1032.76,14,17,"cauc","yes","west","no"
534.19,14,9,"cauc","yes","west","no"
362.96,6,22,"cauc","yes","west","no"
593.54,12,35,"cauc","yes","west","no"
580.97,8,52,"cauc","yes","west","no"
314.69,16,6,"cauc","yes","west","no"
949.67,18,21,"cauc","yes","west","yes"
332.38,3,37,"cauc","yes","west","no"
213.68,9,9,"cauc","yes","west","no"
213.68,6,14,"cauc","yes","west","no"
189.93,9,17,"cauc","yes","west","no"
523.55,12,17,"cauc","yes","west","no"
902.18,14,12,"cauc","yes","west","no"
237.42,12,4,"cauc","yes","west","no"
735.99,12,17,"cauc","yes","west","no"
388.01,13,7,"cauc","yes","west","no"
75.97,12,11,"cauc","yes","west","no"
500.5,9,32,"cauc","yes","west","no"
237.42,2,27,"cauc","yes","west","no"
176.37,14,5,"cauc","yes","west","no"
356.13,11,6,"cauc","yes","west","no"
518.52,17,3,"cauc","yes","west","no"
522.32,15,10,"cauc","yes","west","no"
493.83,18,8,"cauc","yes","west","yes"
296.3,18,2,"cauc","yes","west","yes"
830.96,15,19,"cauc","yes","west","no"
74.07,13,0,"cauc","yes","west","yes"
783.48,16,10,"cauc","yes","west","no"
474.83,12,10,"cauc","yes","west","no"
664.77,6,48,"cauc","yes","west","no"
593.54,12,7,"cauc","yes","west","no"
165.61,12,42,"cauc","yes","west","no"
949.67,14,26,"cauc","yes","west","no"
925.93,15,23,"cauc","yes","west","no"
1187.08,14,20,"cauc","yes","west","no"
617.28,16,45,"cauc","yes","west","yes"
1400.76,18,18,"cauc","yes","west","no"
1187.08,18,9,"cauc","yes","west","no"
164.61,15,43,"cauc","yes","west","yes"
1661.92,14,11,"cauc","yes","west","no"
261.16,16,20,"cauc","yes","west","yes"
1092.12,14,4,"cauc","yes","west","no"
334.36,16,2,"cauc","yes","west","yes"
1187.08,14,21,"cauc","yes","west","no"
1044.63,18,32,"cauc","yes","west","no"
332.38,15,11,"cauc","yes","west","no"
284.9,12,14,"cauc","yes","west","no"
284.9,14,0,"cauc","yes","west","no"
712.25,12,21,"cauc","yes","west","no"
1268.45,16,14,"cauc","yes","west","no"
237.42,6,28,"cauc","yes","west","no"
474.83,12,37,"cauc","yes","west","no"
2314.81,18,29,"cauc","yes","west","no"
427.35,12,19,"cauc","yes","west","no"
1068.38,8,22,"cauc","yes","west","no"
237.42,12,13,"cauc","yes","west","no"
406.11,14,17,"cauc","yes","west","no"
688.51,15,12,"cauc","yes","west","no"
643,5,26,"cauc","yes","west","no"
641.98,12,12,"cauc","yes","west","no"
755.86,12,9,"cauc","yes","west","no"
1424.5,18,9,"cauc","yes","west","no"
1543.21,16,21,"afam","yes","west","no"
1168.21,7,54,"afam","yes","west","yes"
830.96,12,6,"cauc","yes","west","no"
109.21,16,7,"cauc","yes","west","yes"
830.96,12,40,"cauc","yes","west","no"
427.35,12,34,"cauc","yes","west","no"
522.32,12,1,"cauc","yes","west","yes"
652.9,15,7,"cauc","yes","west","no"
2259.26,14,16,"cauc","yes","west","no"
1115.86,16,15,"cauc","yes","west","no"
360.08,12,13,"cauc","yes","west","no"
617.28,18,17,"cauc","yes","west","no"
1424.5,15,11,"cauc","yes","west","no"
807.22,15,8,"cauc","yes","west","no"
1329.53,18,25,"cauc","yes","west","no"
522.32,16,1,"cauc","yes","west","no"
1092.12,16,10,"cauc","yes","west","no"
807.22,14,11,"cauc","yes","west","no"
949.67,12,5,"cauc","yes","west","no"
1139.6,16,19,"cauc","yes","west","no"
326.02,12,13,"cauc","yes","west","no"
1187.08,16,12,"cauc","yes","west","no"
593.54,16,10,"cauc","yes","west","no"
685.85,12,38,"cauc","yes","west","no"
593.54,12,8,"cauc","yes","west","no"
130.72,7,16,"cauc","yes","west","no"
439.22,14,2,"afam","yes","west","no"
379.87,9,8,"cauc","yes","west","no"
332.38,9,11,"cauc","yes","west","no"
284.9,6,13,"cauc","yes","west","no"
189.93,6,21,"cauc","yes","west","yes"
118.71,11,6,"cauc","yes","west","yes"
332.38,12,6,"cauc","yes","west","no"
284.9,12,11,"cauc","yes","west","no"
213.68,10,6,"cauc","yes","west","no"
168.35,9,7,"cauc","yes","west","no"
776.35,12,15,"cauc","yes","west","no"
854.7,12,25,"cauc","yes","west","no"
617.28,18,8,"cauc","yes","west","yes"
944.44,13,6,"cauc","yes","west","no"
830.96,12,35,"cauc","yes","west","no"
167.38,15,0,"cauc","yes","west","no"
1520.51,14,35,"cauc","yes","west","no"
329.94,12,14,"cauc","yes","west","no"
284.9,12,3,"cauc","yes","west","no"
284.9,12,3,"cauc","yes","west","no"
617.28,6,23,"cauc","yes","west","no"
712.25,12,30,"afam","yes","west","no"
411.52,9,26,"cauc","yes","west","no"
712.25,12,23,"cauc","yes","west","no"
427.35,16,1,"cauc","yes","west","no"
712.25,12,9,"cauc","yes","west","no"
522.32,16,5,"cauc","yes","west","no"
329.22,16,23,"cauc","yes","west","no"
1068.38,15,39,"cauc","yes","west","no"
1410.59,14,22,"cauc","yes","west","no"
296.3,15,41,"cauc","yes","west","yes"
356.13,12,12,"cauc","yes","west","no"
779.73,12,11,"cauc","yes","west","no"
320.51,12,16,"afam","yes","west","no"
835.45,10,41,"cauc","yes","west","no"
427.35,15,4,"cauc","yes","west","yes"
166.19,13,0,"cauc","yes","west","yes"
712.25,18,13,"cauc","yes","west","no"
1756.32,18,15,"cauc","yes","west","no"
949.67,12,37,"cauc","yes","west","no"
356.13,16,3,"cauc","yes","west","no"
712.25,9,19,"cauc","yes","west","no"
308.64,3,35,"cauc","yes","west","no"
356.13,6,21,"cauc","yes","west","no"
189.93,4,18,"cauc","yes","west","no"
284.9,6,26,"cauc","yes","west","no"
189.93,3,40,"cauc","yes","west","no"
185.19,13,3,"cauc","yes","west","no"
902.18,12,36,"cauc","yes","west","no"
261.16,12,11,"cauc","yes","west","no"
356.13,14,5,"cauc","yes","west","no"
403.61,14,2,"cauc","yes","west","no"
830.96,16,2,"cauc","yes","west","no"
1200.27,16,10,"cauc","yes","west","no"
925.93,16,13,"cauc","yes","west","no"
332.38,10,13,"cauc","yes","west","no"
664.77,14,18,"cauc","yes","west","no"
296.3,9,14,"cauc","yes","west","no"
332.38,14,9,"cauc","yes","west","no"
1780.63,18,15,"cauc","yes","west","no"
1044.63,16,13,"cauc","yes","west","no"
654.23,11,18,"cauc","yes","west","no"
617.28,9,18,"cauc","yes","west","no"
74.76,12,1,"cauc","yes","west","no"
284.9,6,30,"cauc","yes","west","no"
370.37,12,12,"cauc","yes","west","no"
540.12,16,10,"afam","yes","west","no"
783.48,12,9,"cauc","yes","west","no"
617.28,6,39,"cauc","yes","west","no"
593.54,12,24,"cauc","yes","west","no"
522.32,13,20,"cauc","yes","west","no"
1968.64,13,18,"cauc","yes","west","no"
237.42,15,14,"cauc","yes","west","no"
712.25,15,19,"cauc","yes","west","no"
1899.34,12,22,"cauc","yes","west","no"
783.48,16,10,"cauc","yes","west","no"
474.83,12,36,"cauc","yes","west","no"
474.83,12,9,"cauc","yes","west","no"
664.77,14,8,"cauc","yes","west","no"
1932.37,2,26,"cauc","yes","west","no"
828.19,16,6,"cauc","yes","west","no"
522.32,17,2,"cauc","yes","west","yes"
735.99,14,19,"cauc","yes","west","no"
973.41,14,6,"cauc","yes","west","no"
783.48,13,34,"cauc","yes","west","no"
670.96,8,22,"cauc","yes","west","no"
2374.15,14,27,"cauc","yes","west","no"
712.25,16,41,"cauc","yes","west","no"
284.9,12,32,"cauc","yes","west","no"
427.35,5,42,"cauc","yes","west","no"
403.61,2,41,"cauc","yes","west","no"
403.61,12,7,"cauc","yes","west","no"
1068.38,16,9,"cauc","yes","west","no"
1068.38,16,27,"cauc","yes","west","no"
792.97,14,26,"cauc","yes","west","no"
123.46,12,0,"cauc","yes","west","no"
712.25,12,27,"cauc","yes","west","no"
688.51,14,21,"cauc","yes","west","no"
2136.75,17,17,"cauc","yes","west","no"
261.16,12,10,"cauc","yes","west","no"
1163.34,14,16,"cauc","yes","west","no"
352.73,6,37,"cauc","yes","west","no"
166.83,13,3,"cauc","yes","west","no"
118.71,13,3,"cauc","yes","west","no"
142.45,10,2,"cauc","yes","west","no"
246.91,16,19,"cauc","yes","west","yes"
308.64,6,36,"cauc","yes","west","no"
216.05,6,23,"cauc","yes","west","no"
237.42,12,6,"cauc","yes","west","no"
205.76,4,28,"cauc","yes","west","no"
308.64,15,10,"cauc","yes","west","no"
284.9,10,8,"cauc","yes","west","no"
333.33,10,21,"cauc","yes","west","no"
474.83,12,35,"cauc","yes","west","no"
351.38,15,0,"cauc","yes","west","no"
216.05,12,8,"cauc","yes","west","yes"
370.37,12,4,"cauc","yes","west","no"
356.13,12,2,"cauc","yes","west","no"
735.99,12,10,"cauc","yes","west","no"
683.85,14,14,"cauc","yes","west","no"
997.15,16,6,"cauc","yes","west","no"
830.96,18,7,"cauc","yes","west","no"
830.96,7,26,"cauc","yes","west","no"
427.35,12,19,"cauc","yes","west","no"
1866.21,18,28,"cauc","yes","west","no"
284.9,2,54,"afam","yes","west","no"
261.16,8,31,"afam","yes","west","no"
1068.38,17,16,"cauc","yes","west","no"
546.06,6,20,"cauc","yes","west","no"
1543.21,17,36,"cauc","yes","west","no"
641.03,12,32,"afam","yes","west","no"
273.37,13,4,"cauc","yes","west","no"
115.74,13,2,"cauc","yes","west","no"
284.9,12,4,"cauc","yes","west","no"
259.26,7,17,"cauc","yes","west","no"
712.25,12,37,"cauc","yes","west","no"
284.9,9,37,"cauc","yes","west","no"
2374.15,16,11,"cauc","yes","west","no"
284.9,17,1,"cauc","yes","west","yes"
949.67,13,9,"cauc","yes","west","no"
89.16,14,-1,"cauc","yes","west","yes"
1424.5,13,12,"cauc","yes","west","no"
1424.5,16,14,"cauc","yes","west","no"
830.96,12,24,"cauc","yes","west","no"
209.88,12,8,"cauc","yes","west","no"
784.31,15,40,"cauc","yes","west","no"
683.76,16,0,"cauc","yes","west","no"
258.4,12,2,"cauc","yes","west","no"
949.67,13,35,"cauc","yes","west","no"
522.32,13,24,"cauc","yes","west","no"
1163.34,18,22,"cauc","yes","west","no"
259.26,12,7,"cauc","yes","west","no"
1089.74,12,9,"cauc","yes","west","no"
360.84,12,10,"cauc","yes","west","no"
474.83,18,6,"cauc","yes","west","no"
949.67,12,24,"cauc","yes","west","no"
569.8,12,10,"cauc","yes","west","no"
398.86,14,19,"cauc","yes","west","no"
988.91,18,35,"cauc","yes","west","no"
1642.92,17,31,"cauc","yes","west","no"
403.61,13,5,"cauc","yes","west","no"
1115.86,16,33,"cauc","yes","west","no"
1187.08,9,11,"cauc","yes","west","no"
261.16,3,37,"cauc","yes","west","no"
166.19,7,9,"cauc","yes","west","no"
1709.4,16,19,"cauc","yes","west","no"
265.91,9,6,"cauc","yes","west","no"
284.9,6,38,"cauc","yes","west","no"
189.93,4,20,"cauc","yes","west","no"
641.03,6,17,"cauc","yes","west","no"
641.98,1,49,"cauc","yes","west","no"
474.83,8,16,"cauc","yes","west","no"
261.16,4,37,"cauc","yes","west","no"
219.48,9,11,"cauc","yes","west","no"
154.32,13,-1,"cauc","yes","west","yes"
223.17,2,35,"cauc","yes","west","no"
246.91,3,18,"cauc","yes","west","no"
129.63,12,3,"cauc","yes","west","yes"
204.18,6,18,"cauc","yes","west","no"
189.93,0,54,"cauc","yes","west","no"
237.42,0,52,"cauc","yes","west","no"
165.48,2,44,"cauc","yes","west","no"
155.79,6,11,"cauc","yes","west","no"
232.67,9,17,"cauc","yes","west","no"
301.52,4,40,"cauc","yes","west","no"
170.17,8,13,"cauc","yes","west","no"
308.64,8,6,"cauc","yes","west","no"
261.16,8,5,"cauc","yes","west","no"
296.3,9,9,"cauc","yes","west","no"
296.3,9,10,"cauc","yes","west","no"
302.47,14,4,"cauc","yes","west","no"
222.22,9,7,"cauc","yes","west","no"
148.15,9,9,"cauc","yes","west","no"
395.06,14,8,"afam","yes","west","no"
830.96,14,9,"cauc","yes","west","no"
293.94,16,5,"cauc","yes","west","no"
1424.5,16,39,"cauc","yes","west","no"
878.44,18,3,"cauc","yes","west","no"
344.25,12,6,"cauc","yes","west","no"
740.74,12,14,"cauc","yes","west","no"
902.18,12,12,"cauc","yes","west","no"
688.51,16,10,"cauc","yes","west","no"
1187.08,18,7,"cauc","yes","west","no"
1068.38,18,14,"cauc","yes","west","no"
569.8,12,14,"cauc","yes","west","no"
370.37,16,5,"cauc","yes","west","no"
1543.21,17,38,"cauc","yes","west","no"
138.89,16,6,"cauc","yes","west","yes"
148.15,17,2,"cauc","yes","west","yes"
593.54,12,13,"cauc","yes","west","no"
593.54,12,10,"cauc","yes","west","no"
1400.76,12,47,"cauc","yes","west","no"
56.98,12,0,"cauc","yes","west","yes"
1899.34,12,34,"cauc","yes","west","no"
237.04,13,-1,"cauc","yes","west","no"
192.9,18,12,"cauc","yes","west","yes"
949.67,16,13,"cauc","yes","west","no"
1179.96,16,8,"cauc","yes","west","no"
712.25,12,22,"cauc","yes","west","no"
546.06,12,12,"cauc","yes","west","no"
308.64,12,8,"cauc","yes","west","no"
949.67,11,13,"cauc","yes","west","no"
712.25,16,42,"cauc","yes","west","no"
830.96,14,8,"afam","yes","west","no"
759.73,9,26,"cauc","yes","west","no"
370.37,8,11,"cauc","yes","west","no"
807.22,11,38,"cauc","yes","west","no"
161.44,13,45,"cauc","yes","west","yes"
181.62,11,3,"cauc","yes","west","no"
188.89,12,0,"cauc","yes","west","no"
593.54,10,29,"cauc","yes","west","no"
477.9,6,39,"cauc","yes","west","no"
1780.63,16,18,"cauc","yes","west","no"
61.73,12,9,"cauc","yes","west","yes"
213.68,16,3,"cauc","yes","west","yes"
593.54,17,24,"cauc","yes","west","no"
189.93,15,-1,"cauc","yes","west","no"
546.06,15,10,"cauc","yes","west","no"
1234.57,10,45,"cauc","yes","west","no"
1980.6,14,24,"cauc","yes","west","no"
219.48,12,43,"cauc","yes","west","yes"
370.37,13,12,"cauc","yes","west","yes"
668.72,15,30,"cauc","yes","west","no"
712.25,16,7,"cauc","yes","west","no"
261.16,15,6,"cauc","yes","west","no"
1131.69,12,44,"cauc","yes","west","no"
712.25,6,37,"cauc","yes","west","no"
94.97,12,0,"cauc","yes","west","yes"
569.8,12,11,"cauc","yes","west","no"
617.28,12,11,"cauc","yes","west","no"
102.88,6,24,"cauc","yes","west","no"
237.42,12,14,"cauc","yes","west","no"
830.96,9,36,"cauc","yes","west","no"
925.93,15,-1,"cauc","yes","west","no"
237.42,15,0,"cauc","yes","west","no"
712.25,12,14,"cauc","yes","west","no"
121.08,7,49,"cauc","yes","west","no"
284.9,8,27,"cauc","yes","west","no"
1187.08,16,23,"cauc","yes","west","no"
1187.08,17,27,"afam","yes","west","no"
1543.21,16,13,"cauc","yes","west","no"
512.35,18,13,"cauc","yes","west","yes"
356.13,13,5,"cauc","yes","west","no"
1301.99,18,25,"cauc","yes","west","no"
617.28,12,8,"cauc","yes","west","no"
474.83,12,11,"cauc","yes","west","no"
771.6,7,25,"cauc","yes","west","no"
199.43,2,15,"cauc","yes","west","no"
243.11,11,7,"cauc","yes","west","no"
148.15,10,13,"cauc","yes","west","yes"
246.91,0,33,"cauc","yes","west","no"
351.46,10,10,"cauc","yes","west","no"
356.13,11,24,"cauc","yes","west","no"
288.07,16,3,"cauc","yes","west","yes"
641.03,9,37,"cauc","yes","west","no"
530.86,13,18,"cauc","yes","west","no"
1139.6,16,18,"cauc","yes","west","no"
71.23,12,17,"cauc","yes","west","yes"
744.94,14,20,"cauc","yes","west","no"
360.08,12,0,"cauc","yes","west","no"
462.96,12,10,"cauc","yes","west","no"
641.03,6,29,"cauc","yes","west","no"
379.87,12,3,"cauc","yes","west","no"
244.04,12,9,"afam","yes","west","no"
902.18,13,19,"cauc","yes","west","no"
1111.11,13,26,"cauc","yes","west","no"
1187.08,12,15,"cauc","yes","west","no"
308.64,8,53,"cauc","yes","west","no"
2374.15,16,30,"cauc","yes","west","no"
370.37,12,16,"cauc","yes","west","no"
2374.15,12,13,"cauc","yes","west","no"
902.18,15,23,"cauc","yes","west","no"
1020.89,14,28,"cauc","yes","west","no"
92.59,12,1,"cauc","yes","west","yes"
783.48,16,15,"cauc","yes","west","no"
925.93,6,25,"cauc","yes","west","no"
830.96,12,20,"cauc","yes","west","no"
854.7,14,13,"cauc","yes","west","no"
246.3,5,27,"cauc","yes","west","no"
422.6,9,16,"cauc","yes","west","no"
377.49,8,15,"cauc","yes","west","no"
599.65,13,9,"cauc","yes","west","yes"
688.51,12,12,"cauc","yes","west","no"
772.98,12,13,"cauc","yes","west","no"
1804.37,16,31,"cauc","yes","west","no"
593.54,16,2,"cauc","yes","west","no"
94.97,13,-1,"cauc","yes","west","yes"
1305.79,13,18,"cauc","yes","west","no"
548.41,13,35,"cauc","yes","west","no"
1092.12,13,15,"cauc","yes","west","no"
617.28,14,8,"cauc","yes","west","no"
949.67,10,38,"cauc","yes","west","no"
830.96,12,31,"cauc","yes","west","no"
274.35,13,2,"cauc","yes","west","no"
474.83,12,14,"cauc","yes","west","no"
199.43,7,30,"cauc","yes","west","no"
592.59,8,35,"cauc","yes","west","no"
237.42,13,5,"cauc","yes","west","no"
1139.6,16,7,"cauc","yes","west","no"
721.06,14,20,"cauc","yes","west","no"
688.51,12,19,"cauc","yes","west","no"
1068.38,12,12,"cauc","yes","west","no"
712.25,16,13,"cauc","yes","west","no"
759.73,12,41,"cauc","yes","west","no"
184.73,13,-1,"cauc","yes","west","yes"
854.7,17,25,"cauc","yes","west","no"
973.41,12,38,"cauc","yes","west","no"
158.28,15,2,"cauc","yes","west","no"
813.69,17,14,"cauc","yes","west","no"
569.8,13,10,"cauc","yes","west","no"
474.83,14,19,"cauc","yes","west","no"
189.93,12,14,"cauc","yes","west","no"
166.19,6,18,"cauc","yes","west","no"
237.42,10,6,"cauc","yes","west","no"
261.16,12,20,"cauc","yes","west","no"
189.93,10,6,"cauc","yes","west","no"
189.93,12,1,"cauc","yes","west","no"
451.09,9,11,"cauc","yes","west","no"
383.43,9,19,"cauc","yes","west","no"
284.9,10,32,"cauc","yes","west","yes"
213.68,12,0,"cauc","yes","west","yes"
830.96,12,14,"cauc","yes","west","no"
345.68,12,16,"cauc","yes","west","no"
1851.85,16,32,"cauc","yes","west","no"
1028.63,12,38,"cauc","yes","west","no"
1661.92,18,9,"cauc","yes","west","no"
391.74,14,33,"cauc","yes","west","no"
213.68,14,-1,"cauc","yes","west","yes"
783.48,14,12,"cauc","yes","west","no"
925.93,18,6,"cauc","yes","west","no"
1187.08,16,9,"cauc","yes","west","no"
415.48,14,8,"cauc","yes","west","no"
332.38,14,12,"cauc","yes","west","no"
282.53,12,7,"cauc","yes","west","no"
308.64,16,7,"cauc","yes","west","no"
830.96,18,18,"cauc","yes","west","no"
925.93,18,9,"cauc","yes","west","no"
944.92,12,35,"cauc","yes","west","no"
790.12,10,26,"cauc","yes","west","no"
320.99,12,4,"cauc","yes","west","no"
308.64,12,10,"cauc","yes","west","no"
308.64,4,35,"cauc","yes","west","no"
213.68,12,10,"cauc","yes","west","no"
1424.5,16,20,"cauc","yes","west","no"
451.09,12,1,"cauc","yes","west","no"
189.93,12,8,"cauc","yes","west","no"
277.78,8,7,"cauc","yes","west","no"
237.42,3,19,"cauc","yes","west","no"
216.05,6,9,"cauc","yes","west","no"
118.71,6,6,"cauc","yes","west","no"
582.99,6,19,"cauc","yes","west","no"
189.93,6,14,"cauc","yes","west","no"
712.25,16,12,"cauc","yes","west","no"
367.43,12,16,"afam","yes","west","no"
663.58,14,16,"cauc","yes","west","no"
830.96,16,12,"cauc","yes","west","no"
830.96,17,21,"cauc","yes","west","no"
771.6,17,11,"cauc","yes","west","no"
783.48,15,14,"cauc","yes","west","no"
655.27,16,40,"cauc","yes","west","no"
1424.5,18,10,"cauc","yes","west","no"
309.85,14,18,"cauc","yes","west","no"
1187.08,16,21,"cauc","yes","west","no"
344.25,6,25,"cauc","yes","west","no"
284.9,3,34,"cauc","yes","west","no"
332.38,6,25,"cauc","yes","west","no"
356.13,6,25,"cauc","yes","west","no"
237.42,9,10,"cauc","yes","west","no"
439.22,6,25,"cauc","yes","west","no"
201.8,3,34,"cauc","yes","west","yes"
655.08,13,15,"cauc","yes","west","no"
99.72,13,2,"cauc","yes","west","no"
587.89,15,14,"cauc","yes","west","no"
1230.36,18,34,"cauc","yes","west","no"
949.67,14,17,"cauc","yes","west","no"
610.07,12,7,"cauc","yes","west","no"
427.35,12,34,"cauc","yes","west","no"
130.58,12,11,"cauc","yes","west","yes"
395.06,15,4,"cauc","yes","west","no"
403.61,16,13,"cauc","yes","west","no"
700.38,12,7,"cauc","yes","west","no"
222.22,13,4,"cauc","yes","west","yes"
332.38,17,0,"cauc","yes","west","no"
712.25,12,39,"cauc","yes","west","no"
205.76,12,2,"cauc","yes","west","no"
1424.5,14,36,"cauc","yes","west","no"
949.67,15,21,"cauc","yes","west","no"
1127.73,12,34,"cauc","yes","west","no"
1424.5,12,25,"cauc","yes","west","no"
951.45,16,8,"cauc","yes","west","no"
830.96,12,38,"cauc","yes","west","no"
246.91,11,5,"cauc","yes","west","no"
990.53,18,17,"cauc","yes","west","no"
807.22,14,10,"cauc","yes","west","no"
1068.38,14,31,"cauc","yes","west","no"
271.79,12,22,"cauc","yes","west","no"
189.93,4,25,"cauc","yes","west","no"
118.71,12,0,"cauc","yes","west","no"
356.13,6,20,"cauc","yes","west","no"
546.06,10,50,"cauc","yes","west","no"
949.67,12,31,"cauc","yes","west","no"
308.64,13,7,"cauc","yes","west","no"
339.51,13,46,"cauc","yes","west","no"
237.42,3,29,"cauc","yes","west","no"
296.3,6,13,"cauc","yes","west","no"
878.44,12,23,"afam","yes","west","no"
1139.6,14,23,"cauc","yes","west","no"
712.25,13,12,"cauc","yes","west","no"
296.3,9,8,"cauc","yes","west","no"
538.94,12,13,"cauc","yes","west","no"
403.61,12,13,"cauc","yes","west","no"
344.25,11,9,"cauc","yes","west","no"
1471.98,18,8,"cauc","yes","west","no"
1187.08,18,18,"cauc","yes","west","no"
866.57,18,25,"cauc","yes","west","no"
664.77,15,26,"cauc","yes","west","no"
1614.43,12,34,"cauc","yes","west","no"
659.26,16,2,"afam","yes","west","no"
688.51,13,32,"cauc","yes","west","no"
135.03,15,-1,"cauc","yes","west","yes"
94.97,12,0,"cauc","yes","west","yes"
902.18,16,15,"cauc","yes","west","no"
569.8,14,21,"cauc","yes","west","no"
1068.38,18,6,"cauc","yes","west","no"
474.83,11,5,"cauc","yes","west","no"
283.95,12,6,"cauc","yes","west","no"
66.48,12,4,"afam","yes","west","yes"
1068.38,12,26,"cauc","yes","west","no"
2374.15,14,20,"cauc","yes","west","no"
493.83,16,3,"cauc","yes","west","no"
641.98,7,37,"afam","yes","west","no"
91.71,12,10,"afam","yes","west","yes"
154.32,3,35,"cauc","yes","west","yes"
949.67,18,12,"cauc","yes","west","no"
639.25,12,19,"cauc","yes","west","no"
284.9,12,2,"cauc","yes","west","no"
712.25,16,19,"cauc","yes","west","no"
1424.5,12,34,"cauc","yes","west","no"
688.51,16,3,"cauc","yes","west","no"
723.8,14,9,"cauc","yes","west","no"
92.59,14,-1,"cauc","yes","west","yes"
237.42,12,3,"cauc","yes","west","no"
830.96,16,5,"cauc","yes","west","no"
1487.81,16,40,"cauc","yes","west","no"
65.43,17,-1,"cauc","yes","west","yes"
700.7,14,37,"cauc","yes","west","no"
257.2,14,3,"cauc","yes","west","yes"
241.03,12,0,"cauc","yes","west","yes"
1013.27,14,32,"cauc","yes","west","no"
284.9,9,4,"cauc","yes","west","no"
172.74,2,22,"cauc","yes","west","no"
385.04,16,10,"cauc","yes","west","no"
138.89,11,47,"cauc","yes","west","yes"
676.64,16,3,"cauc","yes","west","no"
641.45,16,26,"cauc","yes","west","no"
370.37,14,3,"cauc","yes","west","no"
664.77,12,24,"cauc","yes","west","no"
237.42,16,7,"cauc","yes","west","no"
474.83,12,7,"cauc","yes","west","no"
352.73,14,14,"cauc","yes","west","no"
1068.38,12,38,"cauc","yes","west","no"
712.25,14,36,"cauc","yes","west","no"
1388.37,16,6,"cauc","yes","west","no"
593.54,18,20,"cauc","yes","west","no"
169.75,18,43,"cauc","yes","west","yes"
332.38,12,18,"cauc","yes","west","no"
287.75,12,16,"cauc","yes","west","no"
1092.12,17,18,"cauc","yes","west","no"
332.38,12,4,"cauc","yes","west","no"
890.31,18,17,"cauc","yes","west","no"
676.64,14,12,"cauc","yes","west","no"
474.83,12,44,"cauc","yes","west","no"
139.84,14,2,"cauc","yes","west","no"
1124.12,12,37,"cauc","yes","west","no"
86.54,13,-1,"cauc","yes","west","yes"
1975.31,16,7,"cauc","yes","west","no"
854.7,14,18,"cauc","yes","west","no"
997.15,15,15,"cauc","yes","west","no"
712.25,16,16,"cauc","yes","west","no"
648.93,14,25,"cauc","yes","west","no"
1068.38,9,32,"cauc","yes","west","no"
925.93,14,37,"cauc","yes","west","no"
949.67,18,20,"cauc","yes","west","no"
902.18,16,22,"cauc","yes","west","no"
1733.14,18,27,"cauc","yes","west","no"
569.8,16,17,"afam","yes","west","no"
1087.6,16,23,"afam","yes","west","no"
740.74,13,13,"cauc","yes","west","no"
201.8,10,41,"cauc","yes","west","no"
